Store,Item,Forecasted_Sales,Historical_Average,Decision_Score,Risk_Score,Risk_Level,Business_Category,Priority_Rank,Priority_Level,Operational_Action,Explanation_Forecast,Explanation_SHAP,Explanation_Trend,Explanation_Risk
1,20,44.78,41.82,52.29,34.78,Medium Risk,Stable Demand,75,Medium Priority,Increase inventory by 7.1% to meet predicted demand surge,Forecasted demand is 7.1% higher than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (38.3) exceeds 30-day baseline (38.2),Moderate uncertainty: stable metrics with minor variance
2,7,74.33,73.26,52.27,65.99,High Risk,Strategic Monitoring,76,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (67.7) exceeds 30-day baseline (63.7),Elevated uncertainty: historical sales show significant variance
9,29,74.09,71.11,52.23,66.93,High Risk,Strategic Monitoring,77,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (65.1) exceeds 30-day baseline (64.8),Elevated uncertainty: historical sales show significant variance
7,14,42.25,40.09,52.23,30.72,Medium Risk,Stable Demand,78,Medium Priority,Increase inventory by 5.4% to meet predicted demand surge,Forecasted demand is 5.4% higher than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (36.9) exceeds 30-day baseline (36.1),Moderate uncertainty: stable metrics with minor variance
6,37,22.78,21.95,52.21,10.71,Low Risk,Stable Demand,79,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (19.1) has fallen below 30-day baseline (20.3),Low forecast uncertainty: minimal volatility observed in predictions
8,8,92.51,91.97,52.2,80.61,Critical Risk,Strategic Monitoring,80,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (78.6) has fallen below 30-day baseline (80.4),Critical risk of variance: high historical volatility and forecasting residuals
4,21,41.82,41.38,52.18,35.37,Medium Risk,Stable Demand,81,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (38.3) exceeds 30-day baseline (34.6),Moderate uncertainty: stable metrics with minor variance
1,34,23.02,22.72,52.16,13.32,Low Risk,Stable Demand,82,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (20.4) has fallen below 30-day baseline (20.6),Low forecast uncertainty: minimal volatility observed in predictions
9,45,84.77,82.95,52.11,70.95,Critical Risk,Strategic Monitoring,83,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (72.4) has fallen below 30-day baseline (73.1),Critical risk of variance: high historical volatility and forecasting residuals
3,30,47.14,44.78,52.1,38.58,Medium Risk,Stable Demand,84,Medium Priority,Increase inventory by 5.3% to meet predicted demand surge,Forecasted demand is 5.3% higher than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (41.4) exceeds 30-day baseline (39.8),Moderate uncertainty: stable metrics with minor variance
5,42,28.04,27.07,52.02,17.75,Low Risk,Stable Demand,85,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (24.4) has fallen below 30-day baseline (25.0),Low forecast uncertainty: minimal volatility observed in predictions
3,29,78.5,77.71,51.99,70.39,Critical Risk,Strategic Monitoring,86,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (71.0) exceeds 30-day baseline (68.1),Critical risk of variance: high historical volatility and forecasting residuals
6,9,39.64,38.49,51.85,29.76,Low Risk,Stable Demand,87,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (35.6) exceeds 30-day baseline (33.9),Low forecast uncertainty: minimal volatility observed in predictions
9,4,22.63,22.62,51.81,15.04,Low Risk,Stable Demand,88,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (20.6) exceeds 30-day baseline (20.3),Low forecast uncertainty: minimal volatility observed in predictions
4,19,42.75,41.47,51.55,33.93,Medium Risk,Stable Demand,89,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (39.4) exceeds 30-day baseline (37.3),Moderate uncertainty: stable metrics with minor variance
6,46,45.31,43.6,51.33,33.83,Medium Risk,Stable Demand,90,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (39.6) exceeds 30-day baseline (37.8),Moderate uncertainty: stable metrics with minor variance
8,39,55.29,52.37,51.29,46.97,Medium Risk,Stable Demand,91,Medium Priority,Increase inventory by 5.6% to meet predicted demand surge,Forecasted demand is 5.6% higher than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (50.3) exceeds 30-day baseline (47.4),Moderate uncertainty: stable metrics with minor variance
7,31,39.78,39.95,51.22,32.75,Medium Risk,Stable Demand,92,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (38.0) exceeds 30-day baseline (34.4),Moderate uncertainty: stable metrics with minor variance
8,15,101.36,105.47,51.13,94.57,Critical Risk,Strategic Monitoring,93,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (90.3) has fallen below 30-day baseline (91.4),Critical risk of variance: high historical volatility and forecasting residuals
8,25,91.22,96.94,51.04,81.77,Critical Risk,Strategic Monitoring,94,Medium Priority,Reduce procurement volume by 5.9% to prevent inventory bloat,Forecasted demand is 5.9% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (88.4) exceeds 30-day baseline (82.0),Critical risk of variance: high historical volatility and forecasting residuals
4,12,72.5,71.43,51.04,63.18,High Risk,Strategic Monitoring,95,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (67.6) exceeds 30-day baseline (65.1),Elevated uncertainty: historical sales show significant variance
8,47,26.23,26.49,51.03,17.77,Low Risk,Stable Demand,96,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (24.4) exceeds 30-day baseline (23.3),Low forecast uncertainty: minimal volatility observed in predictions
9,28,87.85,90.59,50.96,78.59,Critical Risk,Strategic Monitoring,97,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (81.9) exceeds 30-day baseline (79.3),Critical risk of variance: high historical volatility and forecasting residuals
